problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,2,T7,Corner Case Omission,"The buggy solution incorrectly counts the number of connected components in the graph rather than determining the maximum number of beautiful vertices, which requires analyzing the alternating nature of the paths after directing the edges.",372965810,372931372,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,3,T6,State / Initialization,"The buggy solution improperly initializes and checks the condition for marking vertices as visited within the dfs function, which alters the intended logic for counting beautiful vertices and leads to incorrect results.",372947712,372947023,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,4,T8,I/O and Output Format,"The buggy solution incorrectly determines the number of beautiful vertices by checking if any vertex has more than two connections, rather than employing the correct alternating path logic. This flaw disregards valid structures that could be arranged to yield a beautiful vertex, leading to incorrect output.",372943081,372931546,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,5,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly counts the number of connected components instead of the number of beautiful vertices, which is a fundamental misunderstanding of the problem's requirements.",372934710,372921974,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,6,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly updates the count of beautiful vertices based on the size variable instead of the correct approach of maximizing the counts of two color groups, which leads to the wrong answer.",372925419,372924793,3
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,7,T7,Corner Case Omission,"The buggy solution has incorrect conditional logic for counting beautiful vertices, as it only counts vertices that are marked with 'val[i] > 0' and 'st[i] == 0', failing to consider the cases where 'st[i] == 1' could also lead to beautiful vertices depending on the graph's structure.",372905917,372905507,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,8,T5,Greedy / Algorithmic Flaw,The buggy solution contains a flaw in its algorithm where it incorrectly calculates the number of beautiful vertices by adding (cu+1)/2 instead of comparing the counts of the two colors correctly. This results in an incorrect answer for certain graph configurations.,372902181,372902145,3
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,9,T7,Corner Case Omission,"The buggy solution contains a flawed implementation of the depth-first search (DFS), specifically in how it tracks visited edges and performs checks for alternating paths, which leads to incorrect results in cases with more complex graph structures.",372901965,372901019,25
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,10,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic in the coloring function, which may lead to premature termination of the search without considering all possible paths, resulting in an incorrect count of beautiful vertices.",372900564,372900417,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,11,T5,Greedy / Algorithmic Flaw,"The buggy solution has a flawed approach to counting invalid vertices and does not correctly evaluate the bipartite property, leading to incorrect results for the maximum number of beautiful vertices.",372894058,372893804,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,12,T4,Wrong Conditional Logic,The buggy solution incorrectly manages the condition that leads to the conclusion of whether a connected component contains an odd cycle or not. It fails to correctly update the flag and may lead to inaccurate counts of beautiful vertices.,372879347,372878951,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,13,T5,Greedy / Algorithmic Flaw,The buggy solution miscalculates the maximum number of beautiful vertices by incorrectly handling the count of nodes in a component and applying an incorrect formula for the result. The correct approach requires a more careful consideration of alternating paths in the structure of the graph.,372792756,372788141,3
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,14,T6,State / Initialization,"The buggy solution does not reset the 'is_bp' variable during each iteration for the test case. It continues using the value from the previous iteration, which leads to incorrect results when checking if the component is bipartite.",372788923,372788794,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,15,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly calculates the size of the component using a simple counter instead of tracking the sizes of the two alternating sets separately, leading to an incorrect deduction of the maximum number of beautiful vertices.",372787291,372786756,3
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,16,T4,Wrong Conditional Logic,"The buggy solution incorrectly returns early from the bipartite check when it encounters a color mismatch, preventing it from correctly counting vertices in graph components that are bipartite. This logic flaw affects the determination of how many vertices can be beautiful.",372758536,372758064,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,17,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly handles the graph's bipartiteness check, affecting the decision on how many vertices can be made beautiful. It fails to count the maximum between two parts consistently in certain graph configurations.",372748973,372748720,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,18,T4,Wrong Conditional Logic,The buggy solution contains an error in the conditional logic of the depth-first search (DFS) when determining if the graph is alternating; it incorrectly sets the 'is_alternating' flag and does not account for all necessary checks before moving forward.,372729471,372728057,1
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,19,T6,State / Initialization,"The buggy solution incorrectly tracks the maximum depth of the DFS traversal in the variable 'c', but it does not reset this variable correctly for each component, leading to an accumulation of results that do not reflect the actual maximum number of beautiful vertices.",372721730,372715715,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,20,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly processes the counts of vertices in connected components by using an improper formula to obtain the answer, leading to incorrect results when counting beautiful vertices.",372714568,372713234,3
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,21,T4,Wrong Conditional Logic,"The buggy solution incorrectly alters the 't' variable in the DFS function using the XOR operator, which changes the path parity mid-calculation and leads to incorrect counting of beautiful vertices.",372710517,372709125,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,22,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to account for counting the maximum number of beautiful vertices correctly since it does not check if the connected components are bipartite, leading to an incorrect count of vertices.",372710443,372709963,2
2204D,Alternating Path,https://codeforces.com/contest/2204/problem/D,1400,23,T4,Wrong Conditional Logic,"The buggy solution incorrectly breaks out of the loop when a flag is set, which prevents it from processing the entire graph and leads to incorrect counting of beautiful vertices.",372709248,372709023,2
